Project_ID,Location,Geographic_Region,Budget_Cr,Tower_Count,Substations_Count,Steel_Demand_Tons,Conductor_Demand_Km,Insulator_Demand_Nos,Transformer_Demand_Units,Tower_Type,Substation_Type,Terrain_Difficulty,Tax_Rate,Start_Year,Completion_Year,Line_Length_CKM,Transformation_Capacity_MVA,Voltage,Circuit,Transformer_Bin
PROJ-4886,Dausa,Desert Plains,881,1114,2,33687,1170,57649,1,S/C 220 kV,AIS,Medium,12,2017,2019,390,104.99324442401144,220,S/C,1
PROJ-6918,Pune,Central Plains,1538,1640,2,56678,3282,271584,2,D/C 400 kV,Hybrid,Medium,12,2014,2016,547,1153.1822834925042,400,D/C,2+
PROJ-3484,Nellore,Coastal Plains,4645,5660,2,195610,11310,1031026,5,D/C 400 kV,Hybrid,Medium,12,2015,2018,1885,3001.8515075317987,400,D/C,2+
PROJ-4545,Ananthapuram,Coastal Plains,2123,1884,2,65111,3762,257392,5,D/C 400 kV,GIS,Medium,18,2010,2013,627,2163.1138798197044,400,D/C,2+
PROJ-7315,Gurgaon,Northern Plains,2629,2667,2,85344,5334,331241,2,D/C 400 kV,GIS,Low,12,2012,2014,889,1150.302687606426,400,D/C,2+
PROJ-4486,Jaisalmer,Desert Plains,839,829,2,26694,870,42901,1,S/C 220 kV,Hybrid,High,18,2021,2025,290,115.71156618474544,220,S/C,1
PROJ-5167,Raichur,Central Plains,1365,1402,2,48453,2802,232171,3,D/C 400 kV,AIS,Medium,12,2011,2013,467,993.9593568546728,400,D/C,2+
PROJ-9216,Pakaldul,Hilly Forests,1978,1280,2,61824,3072,198720,5,D/C 765 kV,GIS,High,18,2015,2017,512,2658.718826864943,765,D/C,2+
PROJ-3178,Tuticorin,Coastal Plains,4636,5358,1,197174,10716,976013,4,D/C 400 kV,AIS,High,18,2016,2020,1786,2408.687346585378,400,D/C,2+
PROJ-5860,NagbhidGIS,Central Plains,1240,1538,2,46509,1845,79592,2,S/C 220 kV,Hybrid,Medium,12,2014,2017,615,553.1659266074889,220,S/C,2+
PROJ-8705,Keonjhar,Hilly Forests,2506,2458,3,79148,2949,127201,2,S/C 220 kV,AIS,High,18,2017,2020,983,400.6302799671794,220,S/C,2+
PROJ-4777,JaipurExt,Desert Plains,1816,1710,1,77566,3078,353970,5,D/C 765 kV,Hybrid,Medium,18,2012,2015,513,3483.2679247647934,765,D/C,2+
PROJ-6160,Dhanbad,Hilly Forests,1842,1205,2,58201,2904,249435,4,D/C 765 kV,AIS,High,18,2015,2018,484,3146.078195708492,765,D/C,2+
PROJ-9296,Indore,Central Plains,1837,2048,1,70779,4086,339149,5,D/C 400 kV,AIS,Medium,18,2012,2016,681,1830.9124134446897,400,D/C,2+
PROJ-2245,Bakhtiyarpur,Northern Plains,3026,2380,3,99960,5724,492660,3,D/C 765 kV,AIS,Low,18,2010,2014,954,3367.891600795974,765,D/C,2+
PROJ-5878,Turumunga,Hilly Forests,1068,870,2,32016,1734,144072,4,D/C 400 kV,AIS,High,12,2012,2015,289,1813.8125631348844,400,D/C,2+
PROJ-2040,Vijayawada,Coastal Plains,1495,1372,1,47416,2736,249924,4,D/C 400 kV,Hybrid,Medium,18,2017,2019,456,1282.360170549726,400,D/C,2+
PROJ-5977,Gopalpur,Coastal Plains,1805,1710,1,59098,3432,311494,3,D/C 400 kV,AIS,Medium,18,2021,2023,572,1331.0397097139785,400,D/C,2+
PROJ-8603,Nellore,Coastal Plains,2757,1707,2,77430,4086,388684,3,D/C 765 kV,Hybrid,Medium,18,2020,2023,681,4057.642263737911,765,D/C,2+
PROJ-2038,Dhanbad,Hilly Forests,3228,2665,3,98072,5340,330993,5,D/C 400 kV,GIS,High,18,2017,2021,890,2410.5972750949563,400,D/C,2+
PROJ-2892,Nagbhid,Central Plains,1104,875,2,39690,2088,181125,4,D/C 765 kV,Hybrid,Medium,18,2010,2013,348,3664.8722353813973,765,D/C,2+
PROJ-2755,Neemrana,Desert Plains,1696,1558,2,53844,3114,193504,2,D/C 400 kV,GIS,Medium,18,2019,2021,519,909.6107592914019,400,D/C,2+
PROJ-1213,DharamjaygarhRE Park,Hilly Forests,3361,4748,1,152886,5697,245709,2,S/C 220 kV,Hybrid,High,18,2017,2020,1899,229.9284820779892,220,S/C,2+
PROJ-7246,Gurgaon,Northern Plains,2079,3911,3,109508,2937,202394,3,S/C 220 kV,Hybrid,Low,18,2018,2022,979,883.8460787473789,220,S/C,2+
PROJ-2073,Raigarh,Hilly Forests,1213,687,2,33182,1650,142209,4,D/C 765 kV,AIS,High,18,2012,2015,275,5871.045861078248,765,D/C,2+
PROJ-6296,TuticorinRE Park,Coastal Plains,1124,1138,2,39329,2280,155474,2,D/C 400 kV,GIS,Medium,12,2019,2021,380,783.7231978973533,400,D/C,2+
PROJ-9017,Aligarh,Northern Plains,1456,1790,2,50120,1611,69474,3,S/C 220 kV,GIS,Low,18,2020,2023,537,678.3485649498554,220,S/C,2+
PROJ-4434,Gurgaon,Northern Plains,2878,5186,2,145208,5445,201282,2,S/C 220 kV,GIS,Low,18,2010,2013,1815,251.87159128969415,220,S/C,2+
PROJ-5549,Beawar-III,Desert Plains,1782,2140,2,64714,2247,110745,1,S/C 220 kV,AIS,Medium,18,2013,2015,749,170.7393373161468,220,S/C,1
PROJ-5095,Kanpur,Northern Plains,1909,2997,3,83916,2697,116321,3,S/C 220 kV,GIS,Low,18,2012,2015,899,426.30416379920575,220,S/C,2+
PROJ-1181,Varanasi-II,Northern Plains,944,910,2,29120,1818,150696,4,D/C 400 kV,Hybrid,Low,18,2016,2020,303,1393.9369391305775,400,D/C,2+
PROJ-1892,Dharamjaygarh,Hilly Forests,1017,1094,1,35227,1149,42461,1,S/C 220 kV,GIS,High,18,2010,2012,383,272.93178437162805,220,S/C,1
PROJ-7552,Bhadla,Desert Plains,1138,1440,1,46368,1512,74520,1,S/C 220 kV,AIS,High,12,2012,2014,504,119.71658540448246,220,S/C,1
PROJ-6227,Mainpuri,Northern Plains,6488,6437,2,270354,11586,1332459,5,D/C 765 kV,Hybrid,Low,12,2018,2021,1931,5317.041822419271,765,D/C,2+
PROJ-1437,Fatehgarh,Desert Plains,1366,1608,2,51778,1929,83214,3,S/C 220 kV,AIS,High,18,2015,2018,643,587.0976697535772,220,S/C,2+
PROJ-4071,BhadlaExt,Desert Plains,852,1002,1,30300,1203,51853,1,S/C 220 kV,AIS,Medium,18,2014,2017,401,160.72478762876804,220,S/C,1
PROJ-4370,Koppal,Central Plains,2821,4685,2,141674,5622,242449,3,S/C 220 kV,Hybrid,Medium,12,2015,2019,1874,464.184250716463,220,S/C,2+
PROJ-2321,Khetri,Desert Plains,1378,1622,2,49049,1947,62954,2,S/C 220 kV,GIS,Medium,18,2018,2021,649,376.69859665508284,220,S/C,2+
PROJ-4843,GadagGIS,Coastal Plains,1895,2230,3,67435,2676,126943,4,S/C 220 kV,AIS,Medium,18,2018,2022,892,1057.9049689482836,220,S/C,2+
PROJ-1010,Jaisalmer,Desert Plains,1090,1101,1,40517,2202,182326,1,D/C 400 kV,Hybrid,High,12,2017,2019,367,438.14040072304886,400,D/C,1
PROJ-9328,Sikar-III,Desert Plains,923,1546,1,46751,1164,80006,1,S/C 220 kV,AIS,Medium,18,2011,2014,388,245.00121525982374,220,S/C,1
PROJ-9128,AnanthapuramRE Park,Coastal Plains,1470,1515,2,52358,3012,275972,4,D/C 400 kV,Hybrid,Medium,12,2013,2017,502,2509.1402028926095,400,D/C,2+
PROJ-3464,Khetri,Desert Plains,5722,4506,2,204392,10824,932742,5,D/C 765 kV,Hybrid,Medium,18,2016,2020,1804,4069.3774836123525,765,D/C,2+
PROJ-3262,Mainpuri,Northern Plains,1497,2014,1,56392,2115,104224,2,S/C 220 kV,Hybrid,Low,18,2016,2019,705,425.02208050921894,220,S/C,2+
PROJ-5056,Jaisalmer,Desert Plains,3633,2328,2,112442,5604,361422,5,D/C 765 kV,GIS,High,12,2022,2026,934,4357.336313121885,765,D/C,2+
PROJ-8764,Aligarh,Northern Plains,841,1191,2,33348,1251,61634,0,S/C 220 kV,AIS,Low,12,2018,2020,417,197.87850748131774,220,S/C,0
PROJ-8125,Fatehgarh,Desert Plains,1720,1222,2,59023,2916,252954,4,D/C 765 kV,Hybrid,High,18,2015,2017,486,3970.2762830131906,765,D/C,2+
PROJ-2135,Bhadla,Desert Plains,2418,2909,2,107051,5814,481730,3,D/C 400 kV,Hybrid,High,12,2017,2020,969,1551.5017589016984,400,D/C,2+
PROJ-2141,Sikar,Desert Plains,1038,628,2,28486,1506,97497,1,D/C 765 kV,GIS,Medium,18,2022,2024,251,1299.7179136187196,765,D/C,1
PROJ-7721,Beawar,Desert Plains,1434,1322,2,39977,1587,51310,1,S/C 220 kV,GIS,Medium,18,2020,2022,529,190.7979822399398,220,S/C,1
PROJ-9254,Gadag,Coastal Plains,1286,1593,2,55054,3186,290181,5,D/C 400 kV,AIS,Medium,12,2017,2019,531,2990.4417237199223,400,D/C,2+
PROJ-9020,Gurgaon,Northern Plains,2630,1733,2,72786,4152,358731,5,D/C 765 kV,Hybrid,Low,18,2020,2024,692,3377.458136906787,765,D/C,2+
PROJ-7627,Mainpuri,Northern Plains,2690,2564,3,82048,5142,318449,4,D/C 400 kV,GIS,Low,18,2022,2026,857,1877.0241132848282,400,D/C,2+
PROJ-8575,Beawar,Desert Plains,783,991,2,29968,1041,51284,2,S/C 220 kV,Hybrid,Medium,12,2018,2021,347,361.11033329315995,220,S/C,2+
PROJ-3305,Angul,Hilly Forests,6752,4673,2,225706,11214,725483,5,D/C 765 kV,GIS,High,12,2017,2019,1869,4360.866276234486,765,D/C,2+
PROJ-6825,KeonjharExt,Hilly Forests,1553,1605,1,51681,1926,62294,3,S/C 220 kV,GIS,High,12,2012,2014,642,378.99215327595505,220,S/C,2+
PROJ-7594,Firozabad,Northern Plains,2451,2495,2,79840,5988,413172,5,D/C 400 kV,Hybrid,Low,18,2016,2019,998,1959.76105413981,400,D/C,2+
PROJ-8176,Kishenpur,Hilly Forests,1146,1112,2,40922,2244,184147,2,D/C 400 kV,AIS,High,12,2012,2015,374,720.6729347134193,400,D/C,2+
PROJ-4055,AligarhGIS,Northern Plains,818,1160,1,32480,1218,60030,2,S/C 220 kV,Hybrid,Low,12,2015,2017,406,314.28302706435613,220,S/C,2+
PROJ-4600,Beawar-II,Desert Plains,1504,1431,1,49455,2874,236974,4,D/C 400 kV,Hybrid,Medium,18,2013,2015,479,2480.303013455652,400,D/C,2+
PROJ-4394,Jaisalmer,Desert Plains,3103,6157,1,198255,5541,238969,2,S/C 220 kV,GIS,High,12,2016,2018,1847,514.257241411651,220,S/C,2+
PROJ-1803,Keonjhar,Hilly Forests,2172,1530,2,56304,3672,190026,4,D/C 400 kV,GIS,High,12,2011,2015,612,1684.955761880133,400,D/C,2+
PROJ-2906,Ranchi,Hilly Forests,3060,2493,2,91742,4968,309631,2,D/C 400 kV,GIS,High,12,2012,2014,828,1081.446088088898,400,D/C,2+
PROJ-4703,North KaranpuraExt,Hilly Forests,1302,854,1,41248,2052,176778,3,D/C 765 kV,AIS,High,18,2012,2015,342,2512.947905997704,765,D/C,2+
PROJ-9710,Umred,Central Plains,1366,1377,2,47589,2772,171023,4,D/C 400 kV,GIS,Medium,12,2013,2017,462,1233.3132965197087,400,D/C,2+
PROJ-3895,Dausa-III,Desert Plains,4354,5613,2,193985,11232,697135,3,D/C 400 kV,GIS,Medium,18,2014,2017,1872,1765.3310555721332,400,D/C,2+
PROJ-6570,FirozabadRE Park,Northern Plains,1903,3578,2,100184,2688,185162,2,S/C 220 kV,Hybrid,Low,18,2011,2015,896,500.6704688091677,220,S/C,2+
PROJ-1418,DausaRE Park,Desert Plains,1488,1348,2,46587,2712,223229,3,D/C 400 kV,Hybrid,Medium,12,2015,2017,452,1494.2786459227568,400,D/C,2+
PROJ-5216,Mainpuri,Northern Plains,1064,1252,1,35056,1503,64791,2,S/C 220 kV,Hybrid,Low,18,2010,2013,501,500.1063055755369,220,S/C,2+
PROJ-6865,Raigarh,Hilly Forests,1784,1750,1,56350,2100,67922,1,S/C 220 kV,GIS,High,18,2013,2016,700,210.86749486806897,220,S/C,1
PROJ-4634,ParadeepExt,Coastal Plains,3631,2465,2,111812,5934,420960,4,D/C 765 kV,GIS,Medium,18,2022,2024,989,3944.5219408596963,765,D/C,2+
PROJ-3681,Dharamjaygarh,Hilly Forests,1318,804,1,38833,1932,124821,5,D/C 765 kV,GIS,High,18,2013,2015,322,2700.295595253472,765,D/C,2+
PROJ-6021,Nagbhid,Central Plains,1490,1352,2,46725,2700,167918,2,D/C 400 kV,GIS,Medium,12,2019,2022,450,736.9770178957642,400,D/C,2+
PROJ-6370,Jaisalmer,Desert Plains,1851,1308,1,63176,3138,270756,3,D/C 765 kV,Hybrid,High,18,2011,2015,523,3269.843648405426,765,D/C,2+
PROJ-4456,Beawar,Desert Plains,2888,4552,2,137652,5463,235566,2,S/C 220 kV,AIS,Medium,18,2010,2012,1821,504.2302569821129,220,S/C,2+
PROJ-2154,Ranchi,Hilly Forests,1970,1608,2,59174,3198,199714,3,D/C 400 kV,GIS,High,12,2019,2023,533,1652.8200685656468,400,D/C,2+
PROJ-4528,Koppal,Central Plains,2548,2445,3,84499,4908,404892,5,D/C 400 kV,Hybrid,Medium,18,2014,2017,818,3149.2702103632237,400,D/C,2+
PROJ-4399,Raigarh,Hilly Forests,1265,945,2,34776,1884,117369,3,D/C 400 kV,GIS,High,12,2022,2025,314,1293.887045987253,400,D/C,2+
PROJ-3848,Ranchi-III,Hilly Forests,1927,1593,2,76942,2868,329751,4,D/C 765 kV,AIS,High,12,2016,2018,478,2682.8334532499207,765,D/C,2+
PROJ-4975,Ananthapuram,Coastal Plains,1633,1476,2,51011,2958,201651,1,D/C 400 kV,GIS,Medium,12,2018,2020,493,367.4679629132101,400,D/C,1
PROJ-1686,Nagbhid,Central Plains,1945,2075,2,71712,4164,343620,4,D/C 400 kV,Hybrid,Medium,18,2018,2020,694,1499.298363417167,400,D/C,2+
PROJ-6092,ParadeepGIS,Coastal Plains,2165,3033,2,91718,2730,172654,3,S/C 220 kV,AIS,Medium,18,2015,2017,910,605.9124057302747,220,S/C,2+
PROJ-7161,Keonjhar,Hilly Forests,1146,1223,2,45006,2442,202529,3,D/C 400 kV,AIS,High,18,2017,2020,407,949.7405797247523,400,D/C,2+
PROJ-1565,Varanasi,Northern Plains,871,1234,2,34552,1296,47895,0,S/C 220 kV,GIS,Low,12,2018,2021,432,210.23199238327442,220,S/C,0
PROJ-1109,Jind,Northern Plains,1147,1337,1,37436,1404,51892,1,S/C 220 kV,GIS,Low,12,2021,2023,468,267.8360789960597,220,S/C,1
PROJ-1572,Beawar,Desert Plains,7181,4668,2,211740,11214,966276,3,D/C 765 kV,AIS,Medium,12,2020,2022,1869,3761.2022112840136,765,D/C,2+
PROJ-5593,Raigarh,Hilly Forests,1601,1723,2,55481,1809,89165,2,S/C 220 kV,AIS,High,18,2014,2018,603,219.84574933553498,220,S/C,2+
PROJ-1343,Pakaldul,Hilly Forests,2770,2676,3,98477,5334,443146,5,D/C 400 kV,AIS,High,18,2013,2017,889,3009.693677378648,400,D/C,2+
PROJ-1378,Keonjhar,Hilly Forests,1658,1371,2,50453,2754,227038,1,D/C 400 kV,Hybrid,High,18,2022,2025,459,604.381269941134,400,D/C,1
PROJ-6058,Dhanbad,Hilly Forests,2033,1410,1,68103,3390,218902,4,D/C 765 kV,GIS,High,18,2018,2020,565,5205.783104891814,765,D/C,2+
PROJ-2648,Tuticorin,Coastal Plains,1410,1660,2,53452,1992,94496,2,S/C 220 kV,Hybrid,High,18,2013,2015,664,427.385959403176,220,S/C,2+
PROJ-3583,Jaipur,Desert Plains,2249,2550,3,88128,5106,422280,4,D/C 400 kV,AIS,Medium,12,2022,2024,851,1512.7519888767763,400,D/C,2+
PROJ-8010,Sikar,Desert Plains,982,1646,2,49775,1239,85180,1,S/C 220 kV,AIS,Medium,18,2012,2014,413,213.15631096819925,220,S/C,1
PROJ-8863,Bhadla,Desert Plains,1841,1371,1,66219,3288,212848,5,D/C 765 kV,GIS,High,12,2014,2018,548,4329.429047784402,765,D/C,2+
PROJ-7074,Jind,Northern Plains,4932,5700,1,182400,11400,943920,3,D/C 400 kV,AIS,Low,18,2011,2014,1900,1718.5899753630256,400,D/C,2+
PROJ-7446,Gopalpur,Coastal Plains,2842,2238,3,101516,5376,509593,4,D/C 765 kV,Hybrid,Medium,18,2017,2019,896,3131.204522681999,765,D/C,2+
PROJ-2175,Dharamjaygarh,Hilly Forests,706,692,2,22282,831,35811,1,S/C 220 kV,AIS,High,18,2012,2015,277,158.50328509525042,220,S/C,1
PROJ-8654,Raigarh-II,Hilly Forests,1407,1514,2,48751,1590,58762,3,S/C 220 kV,GIS,High,18,2011,2015,530,700.720744020488,220,S/C,2+
PROJ-9379,Kishenpur,Hilly Forests,3431,5426,2,174717,5697,280796,4,S/C 220 kV,Hybrid,High,12,2011,2014,1899,877.8339362827754,220,S/C,2+
PROJ-7104,Pakaldul,Hilly Forests,3041,2142,2,78826,5142,354715,5,D/C 400 kV,Hybrid,High,12,2011,2015,857,2023.9570054250207,400,D/C,2+
PROJ-5767,Fatehgarh,Desert Plains,622,646,2,20801,678,25073,2,S/C 220 kV,GIS,High,18,2022,2025,226,578.8645851600991,220,S/C,2+
PROJ-5217,Nagbhid,Central Plains,1254,1523,1,46056,1371,59111,2,S/C 220 kV,GIS,Medium,12,2021,2024,457,495.626790375749,220,S/C,2+
PROJ-4219,Nagpur,Central Plains,2092,1735,2,78700,4170,359145,3,D/C 765 kV,AIS,Medium,12,2016,2019,695,2519.3107268965314,765,D/C,2+
PROJ-9350,Nagbhid,Central Plains,1187,767,2,34791,1848,158769,3,D/C 765 kV,Hybrid,Medium,18,2021,2023,308,3534.3414928626266,765,D/C,2+
PROJ-5906,Gurgaon,Northern Plains,1725,1513,1,63546,2724,234893,3,D/C 765 kV,GIS,Low,18,2020,2024,454,2540.657929093157,765,D/C,2+
PROJ-4234,Nellore-III,Coastal Plains,1508,1252,1,56791,3006,285080,4,D/C 765 kV,Hybrid,Medium,12,2018,2021,501,3247.517743054901,765,D/C,2+
PROJ-3959,RanchiExt,Hilly Forests,4328,5346,1,172141,5613,276656,3,S/C 220 kV,AIS,High,18,2021,2024,1871,487.89792109786623,220,S/C,2+
PROJ-7386,Raigarh,Hilly Forests,1824,2893,1,93155,2172,149713,4,S/C 220 kV,AIS,High,12,2018,2020,724,674.7093617421153,220,S/C,2+
PROJ-3970,Mainpuri,Northern Plains,2690,2733,3,87456,5472,452585,5,D/C 400 kV,Hybrid,Low,12,2021,2025,912,3124.9954775457045,400,D/C,2+
PROJ-9039,Khetri,Desert Plains,1155,744,2,33748,1776,154008,5,D/C 765 kV,Hybrid,Medium,12,2014,2017,296,4764.068571054584,765,D/C,2+
PROJ-6302,Bakhtiyarpur,Northern Plains,1117,1315,2,36820,1578,68051,1,S/C 220 kV,AIS,Low,18,2016,2020,526,118.4721056222757,220,S/C,1
PROJ-4845,Umred,Central Plains,1298,1281,1,44271,2556,212134,1,D/C 400 kV,AIS,Medium,18,2018,2020,426,496.4202352618687,400,D/C,1
PROJ-7259,Raigarh,Hilly Forests,7148,5910,1,285453,10638,917527,4,D/C 765 kV,GIS,High,12,2011,2015,1773,3795.115215978459,765,D/C,2+
PROJ-6845,KoppalRE Park,Coastal Plains,2672,2142,2,97161,5136,365800,5,D/C 765 kV,GIS,Medium,12,2018,2022,856,3733.2930790270325,765,D/C,2+
PROJ-6972,Kanpur,Northern Plains,789,807,1,25824,1602,100229,2,D/C 400 kV,GIS,Low,12,2015,2018,267,1036.8629975404276,400,D/C,2+
PROJ-8073,RanchiGIS,Hilly Forests,1325,1122,2,36128,1347,43548,1,S/C 220 kV,GIS,High,18,2022,2026,449,250.7736165419826,220,S/C,1
PROJ-5604,Jind,Northern Plains,1535,1347,1,56574,2424,209122,3,D/C 765 kV,GIS,Low,18,2012,2015,404,4213.0793249815715,765,D/C,2+
PROJ-7085,Raigarh,Hilly Forests,2528,1898,2,69846,3816,314309,5,D/C 400 kV,AIS,High,18,2020,2023,636,3053.529301969328,400,D/C,2+
PROJ-6117,BakhtiyarpurRE Park,Northern Plains,2690,2689,3,86048,5394,333974,4,D/C 400 kV,GIS,Low,18,2016,2018,899,1480.4304058980242,400,D/C,2+
PROJ-4669,Jaisalmer,Desert Plains,1116,719,1,34728,1734,111625,3,D/C 765 kV,GIS,High,12,2015,2017,289,2733.5924666476376,765,D/C,2+
PROJ-3658,Aligarh,Northern Plains,1593,1500,1,63000,2700,232875,3,D/C 765 kV,GIS,Low,18,2011,2015,450,4153.760664688841,765,D/C,2+
PROJ-4328,Gurgaon-II,Northern Plains,1515,1377,2,44064,2760,171023,4,D/C 400 kV,GIS,Low,12,2022,2026,460,2400.111348550733,400,D/C,2+
PROJ-9865,Rewa,Central Plains,1888,2135,2,73786,4272,353556,3,D/C 400 kV,AIS,Medium,12,2010,2013,712,1005.9866067686442,400,D/C,2+
PROJ-6442,Dhanbad,Hilly Forests,2498,2230,2,71806,2676,86552,3,S/C 220 kV,GIS,High,12,2022,2024,892,410.7794744084215,220,S/C,2+
PROJ-3974,Nellore,Coastal Plains,915,947,1,32728,1896,172506,2,D/C 400 kV,AIS,Medium,18,2018,2020,316,883.7720290546823,400,D/C,2+
PROJ-9220,Jind,Northern Plains,1410,1365,2,38220,1638,52979,4,S/C 220 kV,GIS,Low,18,2021,2024,546,538.6744423802247,220,S/C,2+
PROJ-2190,Gopalpur,Coastal Plains,1491,1541,2,53257,3102,280709,4,D/C 400 kV,Hybrid,Medium,12,2015,2017,517,1580.0878523323101,400,D/C,2+
PROJ-4408,Fatuha,Northern Plains,6825,5987,2,251454,10776,1239309,5,D/C 765 kV,AIS,Low,18,2020,2022,1796,3185.447290393782,765,D/C,2+
PROJ-2203,Koppal,Central Plains,2349,3409,2,103088,2559,132312,2,S/C 220 kV,GIS,Medium,18,2022,2024,853,265.7622116315515,220,S/C,2+
PROJ-7687,Bhadla,Desert Plains,813,694,2,25539,1398,114926,1,D/C 400 kV,Hybrid,High,18,2019,2023,233,480.40957508380296,400,D/C,1
PROJ-3685,Ananthapuram,Coastal Plains,1600,1021,1,46313,2454,174361,5,D/C 765 kV,GIS,Medium,18,2018,2021,409,4219.788432788428,765,D/C,2+
PROJ-7645,MainpuriGIS,Northern Plains,2690,2367,3,99414,5664,367477,5,D/C 765 kV,GIS,Low,12,2013,2016,944,5407.085527910103,765,D/C,2+
PROJ-6034,Khetri-II,Desert Plains,917,863,2,39146,1554,178641,1,D/C 765 kV,Hybrid,Medium,18,2014,2016,259,1373.019394029716,765,D/C,1
PROJ-6757,Umred,Central Plains,1277,1113,1,38465,2226,184313,3,D/C 400 kV,AIS,Medium,18,2021,2025,371,1592.6930099681213,400,D/C,2+
PROJ-2961,Mainpuri,Northern Plains,2490,4632,1,129696,5559,239706,3,S/C 220 kV,Hybrid,Low,12,2017,2020,1853,496.07682351466644,220,S/C,2+
PROJ-5320,Dhanbad-III,Hilly Forests,2800,2197,2,106115,3954,341084,2,D/C 765 kV,GIS,High,18,2010,2013,659,1507.8755438473922,765,D/C,2+
PROJ-4460,Ramgarh,Desert Plains,1958,3468,2,104872,2601,179469,3,S/C 220 kV,AIS,Medium,12,2015,2019,867,646.1144286796201,220,S/C,2+
PROJ-6988,Vijayawada,Coastal Plains,462,572,1,17297,687,32561,1,S/C 220 kV,AIS,Medium,12,2018,2020,229,123.7418191018223,220,S/C,1
PROJ-1895,Raigarh,Hilly Forests,1579,1112,2,40922,2670,184147,4,D/C 400 kV,Hybrid,High,12,2014,2017,445,1483.398571451629,400,D/C,2+
PROJ-4163,Jaisalmer,Desert Plains,1644,1647,2,60610,3294,204557,3,D/C 400 kV,GIS,High,12,2021,2024,549,1675.6650800368043,400,D/C,2+
PROJ-9354,ParadeepRE Park,Coastal Plains,1742,1472,1,50872,3534,268140,4,D/C 400 kV,AIS,Medium,12,2017,2020,589,2069.5072831196694,400,D/C,2+
PROJ-6428,KoppalRE Park,Coastal Plains,2360,2449,2,74058,2571,104557,3,S/C 220 kV,GIS,Medium,18,2022,2026,857,823.8653056585366,220,S/C,2+
PROJ-6390,Fatuha-III,Northern Plains,1014,935,1,26180,1122,36290,1,S/C 220 kV,GIS,Low,18,2020,2024,374,249.6321652775371,220,S/C,1
PROJ-2366,Ranchi,Hilly Forests,1635,1268,1,46662,2520,209981,3,D/C 400 kV,Hybrid,High,18,2014,2016,420,1143.7817193608942,400,D/C,2+
PROJ-3003,Kanpur,Northern Plains,4161,5362,2,171584,10734,887947,4,D/C 400 kV,Hybrid,Low,18,2010,2013,1789,1542.7655074145464,400,D/C,2+
PROJ-1045,Koppal,Central Plains,1738,2658,2,80378,1995,137552,3,S/C 220 kV,AIS,Medium,12,2022,2026,665,444.0424442925399,220,S/C,2+
PROJ-4206,Bakhtiyarpur,Northern Plains,2453,2841,2,90912,5670,470470,2,D/C 400 kV,AIS,Low,18,2014,2017,945,634.8250701873377,400,D/C,2+
PROJ-1295,Firozabad-II,Northern Plains,607,953,2,26684,858,49318,1,S/C 220 kV,AIS,Low,18,2018,2022,286,191.58579888680558,220,S/C,1
PROJ-4018,North Karanpura,Hilly Forests,1811,1399,2,51483,2790,173756,2,D/C 400 kV,GIS,High,18,2015,2017,465,1005.2204021746536,400,D/C,2+
PROJ-3879,NelloreRE Park,Coastal Plains,946,1172,2,35441,1407,66716,0,S/C 220 kV,Hybrid,Medium,12,2015,2017,469,215.52635086888452,220,S/C,0
PROJ-4949,KoppalGIS,Coastal Plains,6038,5762,2,199135,11520,1049606,3,D/C 400 kV,Hybrid,Medium,12,2020,2024,1920,1637.7277004159182,400,D/C,2+
PROJ-7547,Jaipur,Desert Plains,2190,2012,2,69535,4038,249890,2,D/C 400 kV,GIS,Medium,18,2018,2022,673,831.5406121611103,400,D/C,2+
PROJ-7308,Umred-III,Central Plains,3136,2953,3,133948,5316,611271,3,D/C 765 kV,Hybrid,Medium,18,2013,2015,886,1655.3576661984505,765,D/C,2+
PROJ-7261,Solapur-II,Central Plains,676,690,1,20866,828,26781,1,S/C 220 kV,GIS,Medium,12,2021,2024,276,131.2071622679954,220,S/C,1
PROJ-6348,Varanasi,Northern Plains,930,1095,1,30660,1314,56666,2,S/C 220 kV,AIS,Low,18,2015,2018,438,343.3338626686695,220,S/C,2+
PROJ-5944,Mandsaur,Central Plains,5528,5809,2,200759,11628,961970,5,D/C 400 kV,AIS,Medium,12,2022,2024,1938,1865.0438491360055,400,D/C,2+
PROJ-2002,AngulExt,Hilly Forests,2383,2048,2,70779,4098,254362,3,D/C 400 kV,GIS,Medium,18,2012,2016,683,1470.7077131821766,400,D/C,2+
PROJ-9891,Neemrana,Desert Plains,2361,2507,3,86642,5028,415159,4,D/C 400 kV,AIS,Medium,12,2020,2024,838,1806.0437107384187,400,D/C,2+
PROJ-7084,GadagRE Park,Coastal Plains,1036,1311,2,39645,1377,74629,1,S/C 220 kV,Hybrid,Medium,12,2010,2013,459,286.5109756838624,220,S/C,1
PROJ-4041,Varanasi,Northern Plains,1179,1671,1,46788,1755,86474,2,S/C 220 kV,AIS,Low,12,2016,2019,585,230.6273033734156,220,S/C,2+
PROJ-7735,Solapur,Central Plains,4883,5656,2,195471,11286,702475,4,D/C 400 kV,GIS,Medium,18,2013,2016,1881,1243.1099602355346,400,D/C,2+
PROJ-2654,North Karanpura,Hilly Forests,2068,1929,2,70987,3858,319442,4,D/C 400 kV,AIS,High,12,2018,2021,643,1529.6992544294062,400,D/C,2+
